"","STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"137","US1NELA0030","WAVERLY 0.4 W, NE US","2023-12-27",NA,NA,NA,NA,0.03,0.9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"138","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-01",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-02",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-03",NA,NA,NA,NA,0.51,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-04",NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-05",NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-06",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-07",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-08",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-09",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-10",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-11",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-12",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-13",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-14",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-15",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-16",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-17",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-18",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-19",NA,NA,NA,NA,0.83,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-20",NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-21",NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-22",NA,NA,NA,NA,0.09,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-23",NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-24",NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-25",NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-26",NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-27",NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-28",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-29",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-30",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-01-31",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-01",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-02",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-03",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-04",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-05",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-06",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-07",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-08",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-09",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-10",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-11",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-12",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-13",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-14",NA,NA,NA,NA,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-15",NA,NA,NA,NA,0.41,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-16",NA,NA,NA,NA,0.45,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-17",NA,NA,NA,NA,0.22,4.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-18",NA,NA,NA,NA,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-19",NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-20",NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-21",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-22",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-23",NA,NA,NA,NA,0.01,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-24",NA,NA,NA,NA,0.04,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-25",NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-26",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-27",NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-02-28",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-02",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-03",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-04",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-05",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-06",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-07",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-09",NA,NA,NA,NA,0.08,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-10",NA,NA,NA,NA,0.14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-11",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-12",NA,NA,NA,NA,0.38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-13",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-14",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-15",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-16",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-17",NA,NA,NA,NA,0.23,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-18",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-19",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-20",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-21",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-24",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-25",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-26",NA,NA,NA,NA,0.11,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-27",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-28",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-29",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-30",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-03-31",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-02",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-03",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-04",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-05",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-06",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-07",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-08",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-09",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-11",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-12",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-13",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-14",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-15",NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-16",NA,NA,NA,NA,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-17",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-18",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-19",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-20",NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-22",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-23",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-24",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-25",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-26",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-27",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-28",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-29",NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-04-30",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-02",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-03",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-04",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-05",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-06",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-07",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-08",NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-09",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-10",NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-11",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-12",NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-13",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-14",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-15",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","US1NELA0052","LINCOLN 1.2 ENE, NE US","2023-05-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
